"","CHL","CAR","ANT","EWT","LMA","N"
"1",68.10970781371,15.2607748226728,0.0695528415963054,0.00487681314814836,0.020867119836621,1.29891654849052
"2",77.5158453499898,5.62503538676538,0.414247758220881,0.0147256777295843,0.0158617406710982,2.120956920553
"3",71.2947976309806,5.82319527748041,0.662968794815242,0.0301596325356513,0.0140446224622428,2.06955469888635
"4",96.2790767196566,20.295378647279,0.664519191719592,0.058744095498696,0.0320913608232513,1.20596468797885
"5",69.7529057506472,18.3991813857574,1.1014282614924,0.0425870385440066,0.012706124195829,1.44801077782176
"6",69.183526490815,16.0367075761314,0.468841298483312,0.0450790015608072,0.0231050879554823,3.36265531275421
"7",17.573354835622,14.4996605929919,1.10033129993826,0.0489577387366444,0.0372326574660838,2.41383265936747
"8",90.3885328676552,11.8961413623765,0.873720453586429,0.0477742580417544,0.00466280357446522,1.32078591245227
"9",61.4619932603091,13.6879511701409,1.37935764668509,0.0193776175472885,0.0399705604137853,3.25369215500541
"10",81.194279785268,9.23690687050112,1.7930338694714,0.0183518380578607,0.0533920861361548,1.9036514707841
"11",63.0790586117655,16.0516351344995,1.71363528165966,0.00677374012302607,0.0524095884617418,3.63570911274292
"12",92.5278535345569,19.293808133807,0.394054577220231,0.00140438934322447,0.0135206176154315,1.65073719294742
"13",1.60183236002922,9.45104020065628,1.47462913114578,0.0599765935214236,0.0177202951675281,3.89910096232779
"14",6.71037663705647,6.29892568686046,1.02756327250972,0.0511929680546746,0.0461732596904039,2.5381095437333
"15",69.9027141788974,14.3033172236755,1.00414221920073,0.0457190279709175,0.0123031700402498,2.41694725933485
"16",23.2813548529521,10.2162669354584,0.897192628588527,0.0484895394416526,0.0377239007782191,1.38254575943574
"17",80.4955664090812,24.2933608125895,1.97599412128329,0.0150134709337726,0.0218854577746242,2.52886981004849
"18",84.0325168566778,24.009998847032,0.400285990443081,0.020305252186954,0.0442873096140102,3.33149577910081
"19",13.967664167285,14.4810134952422,1.56700479239225,0.0495168339740485,0.0206001534545794,3.54010295006447
"20",11.347604286857,5.92591583845206,1.94358969759196,0.0574567694496363,0.0188543328456581,1.53421854157932
"21",62.8913558088243,15.6291807827074,0.28604657528922,0.0162964243674651,0.04447868719697,1.99221586040221
"22",18.551705009304,19.8437576938886,1.64590101502836,0.049616497582756,0.0390977795189247,1.60822094255127
"23",80.9189332416281,13.8146564713679,0.725806539878249,0.00402518288232386,0.0354170407913625,2.14917111000977
